"Id","Column_B","Name","Shortcut","ShareNumbers","SharePrice","Date","Description","Column_I","Column_J","Column_K","Column_L","Href","PhoneNumber","Email","FullName","HeadAccount","Profile","Address","HrefStatus","VoteNumbers","Date2","Column_W","Column_X","Volumen20"
"580","3","Momo","MOM","26000000","0.28999999999999998","2013-05-14 00:00:00","Spółka zajmuje się budową i zarządzaniem automatycznych stacji paliw. Do końca 2012 roku spółka zamierza zbudować 8 stacji paliwowych na terenie Mazowsza. W ciągu następnych lat 2013-2015 planuje budowę kolejnych 23 stacji. Przedsięwzięcie budowy sieci automatycznych stacji paliw MOMO polega na budowie małych powierzchniowo stacji dla indywidualnego klienta detalicznego bez  obsługi. Stacje będą zlokalizowane na osiedlach mieszkaniowych, charakteryzowały niższą ceną od stacji w sąsiedztwie i szy","PLMOMO000024","36","64","11","www.momo.com.pl","(22) 257-29-06","momo@momo.com.pl","MOMO S.A.","Jacek Malec","Sprzedaż detaliczna paliw do pojazdów silnikowych na stacjach paliw (47.30)","ul. Św. Barbary 1, 00-686 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/mom.pdf">Pobierz</a></td></tr>
<br/>
<tr><td>Dok. Informacyjny :</td><td><a href="http://www.analizyontime.pl/Prospekty/mom_29.01.2013.pdf">29.01.2013</a></td></tr>","26000000","2012-08-20 00:00:00","1. Otwarcie obrad Nadzwyczajnego Walnego Zgromadzenia MOMO.
2. Wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia MOMO.
3. Stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad Nadzwyczajnego Walnego Zgromadzenia MOMO.
5. Podjęcie uchwał w sprawie:
1) podwyższenia kapitału zakładowego Spółki w drodze emisji akcji serii D z wyłączeniem prawa poboru,
2) zmiany Statutu Spółki,
3) zmiany w składzie Rady","2012-08-01 00:00:00","506.37950000000001"
"581","3","Otmuchów ZPC","OTM","12748250","9.1199999999999992","2013-05-20 00:00:00","ZPC Otmuchów to największy w Polsce producent prywatnych marek w kategoriach: tradycyjne wyroby cukiernicze, wyroby śniadaniowe i słone przekąski dla międzynarodowych koncernów spożywczych i sieci handlowych. Otmuchów produkuje także wyroby spożywcze pod własnymi brandami. Firma powstała w 1952 roku i rozpoczęła działalność jako producent słodyczy. ZPC Otmuchów specjalizuje się w produkcji płatków kukurydzianych i innych zbożowych produktów śniadaniowych do spożywania z mlekiem oraz chrupek kuku","PLZPCOT00018","20","17825794","4","www.zpcotmuchow.com.pl","(77) 431-50-83","zpc@zpcotmuchow.com.pl","Zakłady Przemysłu Cukierniczego Otmuchów S.A.","Bernard Węgierek","Produkcja chleba; produkcja świeżych wyrobów piekarniczych, ciast i ciastek (15.81)","ul. Nyska 21, 48-385 Otmuchów","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/otm.pdf">Pobierz</a></td></tr>","12748250","2013-05-09 00:00:00","1.Otwarcie obrad.
2.Wybór Przewodniczącego Walnego Zgromadzenia.
3.Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i stwierdzenie jego zdolności do podejmowania uchwał.
4.Przyjęcie porządku obrad.
5.Rozpatrzenie i zatwierdzenie sprawozdania Rady Nadzorczej Spółki z działalności za 2012 rok.
6.Rozpatrzenie i zatwierdzenie oceny pracy Rady Nadzorczej Spółki za 2012 rok.
7.Rozpatrzenie i zatwierdzenie sprawozdania finansowego Spółki za 2012 rok.
8.Rozpatrzenie i zatwierdzenie sprawozdania ","2012-08-01 00:00:00","60213.661999999997"
"582","3","Partex","PAR","11224313","0.01","2013-05-08 00:00:00","Partex S.A. jest dystrybutorem hurtowym materiałów wykończeniowych, takich jak listwy przypodłogowe, boazeria ścienna, parapety, deski i panele podłogowe, podkłady pod panele oraz wiele innych akcesoriów budowlanych. Spółka ma w swojej ofercie produkty wielu międzynarodowych i polskich marek. Partex S.A. zajmuje się również produkcją profili aluminiowych i mosiężnych do glazury, gresu, wykładzin i progów. Produkcja własna profili do glazury i do gresu oraz profili schodowych obejmuje produkcję 2","PLPARTX00028","8","64","11","www.listwy.com","(22) 751-90-26","biuro@listwy.com","Partex S.A. w upadłości likwidacyjnej","Artur Woźniak","Sprzedaż hurtowa drewna, materiałów budowlanych i wyposażenia sanitarnego (46.73)","ul. Grochowska 261/12, 03-844 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/par.pdf">Pobierz</a></td></tr>
<br/>
<tr><td>Dok. Informacyjny :</td><td><a href="http://www.analizyontime.pl/Prospekty/par_17.08.2012.pdf">17.08.2012</a></td></tr>","11224313","2012-12-28 00:00:00","1/ Otwarcie obrad Nadzwyczajnego Walnego Zgromadzenia.
2/ Wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia.
3/ Stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4/ Przyjęcie porządku obrad.
5/ Podjęcie uchwały w sprawie zmian w składzie Rady Nadzorczej
6/ Zamknięcie obrad Nadzwyczajnego Walnego Zgromadzenia.","2012-08-01 00:00:00","2347.4972499999999"
"583","3","Poltronic","PTN","7158000","0.68999999999999995","2013-05-17 00:00:00","Spółka jest jednym z wiodących importerów i dystrybutorów szerokiego zakresu elektroniki, od różnorodnych komponentów elektronicznych do produktów z grupy elektroniki konsumenckiej. Jest bezpośrednim importerem towarów z Azji z wykorzystaniem powiązanej spółki zakupowej w Shenzhen (Chiny). Klientami są klienci hurtowi oraz detaliczni, zarówno  na rynku polskim jak i europejskim. Asortyment systematycznie wzbogacany jest o nowe grupy towarowe, cały czas pozostając na bieżąco z branżowymi nowościa","PLPLTRN00026","8","64","11","www.poltronic.eu","(071) 725-40-48","biuro@poltronic.eu","Poltronic S.A.","Marek Kołodziejski","Sprzedaż hurtowa sprzętu elektronicznego i telekomunikacyjnego oraz części do niego (46.52)","ul. Bolesława Krzywoustego 74, 51-166 Wrocław","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/ptn.pdf">Pobierz</a></td></tr>","7158000","2012-05-30 00:00:00","1. Otwarcie Nadzwyczajnego Walnego Zgromadzenia;
2. Wybór Przewodniczącego Nadzwyczajnego Walnego Zgromadzenia;
3. Stwierdzenie prawidłowości zwołania Nadzwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał;
4. Przyjęcie porządku obrad
5. Podjęcie uchwały w sprawie uchylenia tajności głosowań dotyczących wyboru komisji powoływanych przez Nadzwyczajne Walne Zgromadzenie;
6. Wybór Komisji Skrutacyjnej;
7. Podjęcie uchwał w przedmiocie:
7.1.obniżenia kapitału zakładowego w dr","2012-08-01 00:00:00","1906.6300000000001"
"584","3","ZUE","ZUE","22000000","5.9699999999999998","2013-05-20 00:00:00","Grupa Kapitałowa ZUE jest jednym z liderów ogólnopolskiego rynku budownictwa infrastruktury komunikacji miejskiej, z udziałami rynkowymi na poziomie ok. 50%, oraz jednym z czołowych podmiotów na rynku budownictwa infrastruktury komunikacji kolejowej, z udziałami w rynku na poziomie ok. 10%. Głównym przedmiotem działalności Grupy Kapitałowa ZUE jest projektowanie oraz realizacja, w formule generalnego wykonawstwa, kompleksowych usług budowy i modernizacji linii tramwajowych oraz kolejowych, wraz ","PLZUE0000023","4","16793602","4","www.grupazue.pl","(012) 266-39-39","biuro@grupazue.pl","ZUE S.A.","Wiesław Nowak","Roboty związane z budową dróg szynowych i kolei podziemnej (42.12)","Jugowicka 6a, 30-443 Kraków","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/zue.pdf">Pobierz</a></td></tr>
</br>
<tr><td>Prospekt :</td><td><a href="http://www.analizyontime.pl/Prospekty/zue_10.08.2010.pdf">10.08.2010</a></td></tr>","22000000","2013-05-27 00:00:00","1. Otwarcie obrad Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Wybór Komisji Skrutacyjnej.
4. Przyjęcie porządku obrad Walnego Zgromadzenia.
5. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do powzięcia wiążących uchwał.
6. Rozpatrzenie i zatwierdzenie sprawozdania Zarządu z działalności Spółki za rok obrotowy 2012.
7. Rozpatrzenie i zatwierdzenie sprawozdania finansowego Spółki za rok obrotowy 2012.
8. Powzięcie uchwały w sprawie pokrycia ","2012-08-01 00:00:00","24201.735375000011"
"585","3","Interbud Lublin","ITB","7016000","2.5","2013-05-15 00:00:00","INTERBUD-LUBLIN S.A. to wiodąca firma budowlano-deweloperska działająca na terenie woj. lubelskiego. Korzystając z ponad 23-letniego doświadczenia, działająca od 1987 roku firma opiera swoją strategie na rozwijaniu działalności w zakresie usług budowlanych, zarówno na potrzeby wykonywania prac zleconych jak i na potrzeby własne związane z realizacją projektów mieszkaniowych. Realizuje również szereg projektów w segmencie publicznym. Spółka prowadzi działalność na jednym z najbardziej perspektywi","PLINTBD00022","4","16793602","4","www.interbud.com.pl","(081) 746-34-07","info@interbud.com.pl","Interbud Lublin S.A.","Krzysztof Jaworski","Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych (41.20)","ul. Turystyczna 36, 20-207 Lublin","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/itb.pdf">Pobierz</a></td></tr>","11530400","2012-06-29 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia.
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3. Sporządzenie listy obecności.
4. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
5. Wybór Komisji Skrutacyjnej.
6. Rozpatrzenie oraz podjęcie uchwały w sprawie zatwierdzenia sprawozdania Zarządu z działalności Spółki za rok obrotowy 2011.
7. Rozpatrzenie oraz podjęcie uchwały w sprawie zatwierdzenia sprawozdania finansowego Spó","2012-08-01 00:00:00","2199.6498750000001"
"586","3","ViDiS","VDS","3414031","2","2013-05-17 00:00:00","ViDiS jest wyspecjalizowanym dystrybutorem urządzeń audiowizualnych. W ofercie spółki znajdują się systemy interaktywne, projektory i ekrany, a także wyświetlacze Digital Signage i akcesoria prezentacyjne. Model biznesowy opiera się na strukturze w skład której wchodzą własne powierzchnie magazynowe, dzięki czemu realizacja nawet dużych bądź nietypowych zamówień jest możliwa w bardzo krótkim terminie. Co za tym idzie spółka może współpracować także z mniejszymi podmiotami, realizując zamówienia ","PLVIDIS00022","8","64","11","www.vidis.pl","(071) 33-880-00","biuro@vidis.pl","Vidis S.A.","Bartosz Palusko","Sprzedaż hurtowa sprzętu elektronicznego i telekomunikacyjnego oraz części do niego","ul. Ojca Beyzyma 7, 53-204 Wrocław","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/vds.pdf">Pobierz</a></td></tr>","3414031","2012-06-27 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia.
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Podjęcie uchwały w sprawie uchylenia tajności głosowań dotyczących wyboru komisji powoływanych przez Zwyczajne Walne Zgromadzenie.
6. Podjęcie uchwały w sprawie wyboru Komisji Skrutacyjnej.
7. Przedstawienie dokonanej przez Radę Nadzorczą zwięzłe","2012-08-01 00:00:00","4896.1146250000002"
"587","3","Air Market","AIR","2077251","1.1000000000000001","2013-05-20 00:00:00","Spółka działa na rynku IT, dostarczając biznesowe aplikacje internetowe podmiotom z branży lotnictwa dyspozycyjnego. Wieloletnie doświadczenie w lotnictwie oraz dostęp do najbardziej zaawansowanych technologii internetowych pozwalają nam tworzyć zaawansowane rozwiązania dla firm działających w branży lotniczej.","PLAIRMK00017","36","64","11","www.airmarketsa.com","(+48) 782-331-020","biuro@airmarketsa.pl","Air Market S.A.","Waldemar Wymiatał","Działalność związana z oprogramowaniem (62.01)","ul. Jeździecka 20, segment C lok.3, 05-077 Warszawa Wesoła","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/air.pdf">Pobierz</a></td></tr>","2077251","2013-04-08 00:00:00","1. Otwarcie Zgromadzenia.
2. Wybór Przewodniczącego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Wybór Komisji Skrutacyjnej.
5. Przyjęcie porządku obrad.
6. Podjęcie uchwały w sprawie w drodze oferty prywatnej akcji nowej emisji serii F z pozbawieniem prawa poboru dotychczasowych Akcjonariuszy oraz w sprawie zmiany statutu spółki.
7. Podjęcie uchwały w sprawie emisji obligacji zamiennych na akcje, warunkowego podwyższenia kapita","2012-08-01 00:00:00","556.30975000000001"
"588","3","ED Invest","EDI","12705054","3.0800000000000001","2013-05-15 00:00:00","ED invest S.A. zajmuje się kompleksową działalnością związaną z przygotowaniem inwestycji, ich realizacją oraz sprzedażą mieszkań, domów jednorodzinnych i lokali usługowyc a także opracowała i wprowadziła w życie unikatową formułę "Deweloper Plus" i od lat realizuje z powodzeniem budownictwo wielorodzinne na gruntach powierzonych. Realizuje również osiedla jedno- i wielorodzinne na gruntach  własnych. ED invest S.A. rozwija się dynamicznie i przez sześcioletni okres działalności  zdobyła zaufani","PLEDINV00022","5","16809986","5","www.edinvest.pl","(22) 671-95-28","biuro@edinvest.pl","ED invest S.A.","Zofia Egierska","Roboty budowlane związane ze wznoszeniem budynków (41.00)","ul. Bora Komorowskiego 35/218, 03-982 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/edi.pdf">Pobierz</a></td></tr>
<br/>
<tr><td>Dok. Informacyjny :</td><td><a href="http://www.analizyontime.pl/Prospekty/edi_09.09.2011.pdf">09.09.2011</a></td></tr>","12705054","2013-06-14 00:00:00","1. Otwarcie Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad Walnego Zgromadzenia.
5. Podjęcie uchwały w sprawie wyboru Komisji Skrutacyjnej.
6. Przedstawienie sprawozdania Zarządu z działalności Spółki w roku obrotowym 2012, sprawozdania finansowego Spółki za rok obrotowy 2012.
7. Przedstawienie sprawozdania Rady Nadzorczej z badania sprawozdania ","2012-08-01 00:00:00","2033.2943749999999"
"589","3","Polmed","POM","28350061","1.76","2013-05-20 00:00:00","Polsmed S.A. od ponad 11 lat zapewnia kompleksową opiekę medyczną dla osób prywatnych, firm i instytucji świadcząc usługi ambulatoryjnej opieki medycznej w zakresie podstawowej oraz specjalistycznej opieki zdrowotnej na terenie całej Polski poprzez sieć placówek własnych oraz przez ponad 900 renomowanych Partnerów Medycznych. Pod szyldem Polsmed funkcjonuje 14 placówek w Warszawie, Krakowie, Sosnowcu, Gdańsku, Gdyni, Starogardzie Gdańskim i Olsztynie. Docelowo Spółka planuje poszerzenie sieci do","PLPOLMD00029","35","1","5","www.polmed.pl","(58) 775-09-19","polmed@polmed.pl","Polmed S.A.","Radosław Szubert","Praktyka lekarska (85.12)","Os. Kopernika 21, 83-200 Starogard Gdański","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/pom.pdf">Pobierz</a></td></tr>
<br/>
<tr><td>Prospekt :</td><td><a href="http://www.analizyontime.pl/Prospekty/pom_15.07.2011.pdf">15.07.2011</a></td></tr>","34647186","2012-05-29 00:00:00","1. Otwarcie Zwyczajnego Walnego Zgromadzenia.
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad Zwyczajnego Walnego Zgromadzenia.
5. Rozpatrzenie sprawozdania Zarządu z działalności Spółki w roku obrotowym 2011, sprawozdania finansowego Spółki za rok obrotowy 2011 oraz wniosku w sprawie podziału zysku osiągniętego przez Spółkę za rok 2011.
6. R","2012-08-01 00:00:00","2367.9899999999998"
"590","3","Abak","ABK","2490000","1.6200000000000001","2013-05-17 00:00:00","Spółka. jest firmą outsourcingową specjalizującą się w kompleksowej obsłudze księgowej, podatkowej i kadrowo-płacowej przedsiębiorstw osób fizycznych, spółek osobowych i osób prawnych. Obecnie Biuro zajmuje się kompleksową obsługą księgowo-finansową i podatkową blisko 200 podmiotów gospodarczych o różnych profilach działalności, w tym 53 spółek prawa handlowego oraz przedsiębiorców będących osobami fizycznymi, obowiązanych do prowadzenia ksiąg rachunkowych.W biurze zatrudnionych jest blisko czte","PLABAK000013","37","64","11","www.abak.com.pl","(89) 524-15-30","sekretariat@abak.com.pl","Abak S.A.","Paweł Puterko","Działalność rachunkowo-księgowa (74.12)","ul. Marii Skłodowskiej-Curie 18/20 lok. 12, 10-109 Olsztyn","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/abk.pdf">Pobierz</a></td></tr>
</br>
<tr><td>Dok. Informacyjny :</td><td><a href="http://www.analizyontime.pl/Prospekty/abk_05.10.2010.pdf">05.10.2010</a></td></tr>
","2490000","2012-05-09 00:00:00","Otwarcie Zgromadzenia.
Wybór Przewodniczącego.
Przyjęcie porządku obrad.
Podjecie uchwały w sprawie uchylenia tajności głosowania dotyczącego wyboru Komisji Skrutacyjnej.
Wybór Komisji Skrutacyjnej.
Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
Rozpatrzenie sprawozdania finansowego Spółki za 2011 rok i przedstawienie propozycji podziału zysku za rok 2011.
Rozpatrzenie pisemnego sprawozdania z wyników badania sprawozdania finansow","2012-08-01 00:00:00","5380.2972499999996"
"591","3","OPTeam","OPM","7300000","5.6699999999999999","2013-05-20 00:00:00","OPTeam SA jest firmą informatyczną z bogatym doświadczeniem, sięgającym czasów akademickich założycieli. Spółka jest producentem oraz integratorem systemów wykorzystujących technologię kart elektronicznych. Produkty własne linii OPTI obejmują m.in. systemy: Elektroniczna Legitymacja Studencka OPTIcamp, Elektroniczna Karta Korporacyjna OPTIpass, Karta Stałego Klienta OPTIcard, Legitymacja Uczniowska OPTIschool. Aplikacje wdrażane są u Klientów lub oferowane zdalnie poprzez Data Center OPTeam. Opr","PLOPTEM00012","12","2","4","www.opteam.pl","(017) 867-21-00","opteam@opteam.pl; apelczar@opteam.pl","OPTeam S.A.","Andrzej Pelczar","Działalność związana z oprogramowaniem (62.00)","Tajęcina 113, 36-002 Jasionka","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/opm.pdf">Pobierz</a></td></tr>","7300000","2013-06-14 00:00:00","1. Otwarcie obrad.
2. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Zwyczajnego Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
4. Powzięcie uchwały w sprawie przyjęcia porządku obrad.
5. Powzięcie uchwały w sprawie uchylenia tajności głosowania przy wyborze Komisji Skrutacyjnej.
6. Powzięcie uchwały w sprawie wyboru Komisji Skrutacyjnej.
7. Przedstawienie przez Zarząd:
1) sprawozdania Zarządu z działalności OPTeam S.A. za rok ob","2012-08-01 00:00:00","12903.711625"
"592","3","11 Bit Studios","11B","2217199","10","2013-05-20 00:00:00","Spółka jest producentem wieloplatformowych gier wideo. Wraz z rozwojem t będzie oferowała gry wideo na wszystkie rodzaje platform sprzętowych, Zamierza koncentrowad swoją działalnośd na grach przeznaczonych do dystrybucji cyfrowej (inaczej: elektronicznej). Planowana oferta produktowa obejmuje gry wieloplatformowe skierowane do szerokiego grona odbiorców. Tematyka gier będzie obejmowała przede wszystkim gatunek casual. Sprzedaż i dystrybucja produktów będzie prowadzona drogą elektroniczną za poś","PL11BTS00023","47","64","11","www.11bitstudios.com","(22) 243-40-04","biuro@11bitstudios.com; info@11bitstudios.pl","11 bit studios S.A.","Grzegorz Miechowski","Działalność związana z oprogramowaniem i doradztwem w zakresie informatyki oraz działalność powiązana (62.00)","ul. Modlińska 6, 03-216 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/11B.pdf">Pobierz</a></td></tr>
</br>
<tr><td>Dok. Informacyjny :</td><td><a href="http://www.analizyontime.pl/Prospekty/11b_16.10.2010.pdf">16.10.2010</a></td></tr>
</br>
<tr><td","2217199","2012-06-22 00:00:00","1. Otwarcie Zgromadzenia.
2. Podjęcie uchwały w sprawie odtajnienia wyboru członków Komisji Skrutacyjnej.
3. Wybór Komisji Skrutacyjnej.
4. Wybór Przewodniczącego Zwyczajnego Walnego Zgromadzenia.
5. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia oraz jego zdolności do podejmowania uchwał.
6. Podjęcie uchwały w sprawie przyjęcia porządku obrad.
7. Rozpatrzenie i zatwierdzenie Sprawozdania Zarządu z działalności spółki w 2011 roku oraz sprawozdania finansowego Spółki za rok obrotowy 201","2012-08-01 00:00:00","27529.984125000006"
"593","1","Fortuna","FEG","52000000","19.050000000000001","2013-05-20 00:00:00","Spółka jest największą w Europie Środkowo-Wschodniej firmą prowadzącą zakłady wzajemne. Firma regularnie poszerza gamę oferowanych produktów i usług dostępnych w punktach naziemnych oraz za pośrednictwem Internetu i sieci telefonii komórkowej.","NL0009604859","35","67108866","3","www.fortuna-group.eu","(+31) 614832711","office@fortunaeg.nl","Fortuna Entertainment Group","Wilf Walsh","","Strawinskylaan 809 WTC T.A/L 8, 1077XX, Amsterdam, Holandia","","52000000","2013-05-28 00:00:00","1. Opening
2. Annual Report 2012
3. Discussion and adoption of the 2012 annual accounts
4. Proposal of dividend payment and share premium distribution
5. Authorization of the Management Board to determine Dividend Payment Day
6. Appointment external auditor
7. Discharge of Managing Directors
8. Discharge of Supervisory Directors
9. Remuneration of Supervisory Directors
10. Board changes (Management Board)
11. Board changes (Supervisory Board)
12. Authorization of the Management Board (subject to","2012-08-01 00:00:00","535035.52187500009"
"594","3","Robyg","ROB","258481000","1.3999999999999999","2013-05-20 00:00:00","Spółka jest działającym na polskim rynku deweloperem  o bogatym zapleczu w dziedzinie działalności architektoniczno-budowlanej. Główne inwestycje prowadzi w Warszawie oraz Gdańsku.Pierwszy projekt ROBYG w Polsce - warszawski Dom na Ursynowie - rozpoczął się w 2000 r. Jego powodzenie zadecydowało o tym, że firma na trwałe zadomowiła się w stolicy, systematycznie podejmując kolejne inwestycje: Szczęśliwy Dom na Ochocie, Nowa Rezydencja Królowej Marysieńki i Osiedle Zdrowa w Miasteczku Wilanów, Cit","PLROBYG00024","5","32770","3","www.robyg.com.pl","(22) 419-11-00","sekretariat@robyg.com.pl","Robyg S.A.","Zbigniew Okoński","Realizacja projektów budowlanych związanych ze wznoszeniem budynków (41.10)","ul. L. Rydygiera 15, 01-793 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/rob.pdf">Pobierz</a></td></tr>
<br/>
<tr><td>Prospekt :</td><td><a href="http://www.analizyontime.pl/Prospekty/rob_07.10.2011.pdf">07.10.2011</a></td></tr>","258481000","2013-04-23 00:00:00","1. Otwarcie ZWZ.
2. Wybór Przewodniczącego obrad ZWZ.
3. Stwierdzenie prawidłowości zwołania ZWZ i jego zdolności do podejmowania uchwał oraz sprawdzenie listy obecności.
4. Przyjęcie porządku obrad.
5. Wybór Komisji Skrutacyjnej.
6. Przedstawienie i rozpatrzenie sprawozdania Zarządu z działalności Grupy Kapitałowej ROBYG S.A. za rok obrotowy 2012 tj. za okres od dnia 1 stycznia 2012 r. do dnia 31 grudnia 2012 r.
7. Przedstawienie i rozpatrzenie sprawozdania Zarządu z działalności ROBYG S.A. za ","2012-08-01 00:00:00","106771.18987499995"
"595","3","GPW","GPW","41972000","40.5","2013-05-20 00:00:00","Spółka zajmuje się organizowaniem obrotu instrumentami finansowymi. Giełda Papierów Wartościowych w Warszawie prowadzi obrót instrumentami finansowymi na dwóch rynkach - główny rynek GPW oraz NewConnect. W ostatnim czasie uruchomiła także rynek papierów dłużnych BondSpo oraz Poee Rynek Energii. GPW jest jedną z najszybciej rozwijających się giełd wśród europejskich rynków regulowanych i rynków alternatywnych regulowanych przez giełdy oraz największą giełdą krajową w regionie Europy Środkowo-Wsch","PLGPW0000017","7","1034","2","www.gpw.pl","(22) 628-32-32","gpw@gpw.pl","Giełda Papierów Wartościowych w Warszawie S.A.","Adam Maciejewski","Zarządzanie rynkami finansowymi (66.11)","ul. Książęca 4, 00-498 Warszawa","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/gpw.pdf">Pobierz</a></td></tr>","56779470","2013-01-17 00:00:00","1. Otwarcie Walnego Zgromadzenia.
2. Wybór Przewodniczącego Walnego Zgromadzenia.
3. Stwierdzenie prawidłowości zwołania Walnego Zgromadzenia i jego zdolności do podejmowania uchwał.
4. Przyjęcie porządku obrad.
5. Zmiany w składzie Zarządu.
6. Zakończenie obrad.","2012-08-01 00:00:00","1536371.6983749997"
"596","2","Agroton","AGT","21670000","3","2013-05-20 00:00:00","Agroton jest pionowo zintegrowanym przedsiębiorstwem produkcji rolnej o zróżnicowanym profilu, prowadzącym działalność we wschodniej Ukrainie. Podstawowy segment działalności spółki to produkcja płodów rolnych, ze szczególnym uwzględnieniem nasion słonecznika i pszenicy, oraz przetwórstwo, magazynowanie i sprzedaż nasion tych zbóż. Ponadto Grupa zajmuje się hodowlą i sprzedażą zwierząt gospodarskich oraz produkcją artykułów spożywczych.","CY0101062111","20","68157714","3","www.agroton.com.ua","+38 (0642) 34 53 79","info@agroton.lg.ua","Agroton Group of Companies","Jurij Żurawłow","Uprawy rolne inne niż wieloletnie (01.10)","50 let oborony Luhanska 9, 91045 Ługańsk, Ukraina","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/agt.pdf">Pobierz</a></td></tr>","21670000","","","2012-08-01 00:00:00","983886.41137500037"
"597","3","Małkowski Martech","MMA","8040400","0.75","2013-05-20 00:00:00","Spółka jest producentem bram przeciwpożarowych, stanowiących główny pasywny element zabezpieczeń przeciwpożarowych w wielu budynkach użyteczności publicznej i wielkogabarytowych. Spółka oferuje bramy kurtynowe, bramy przesuwne i opuszczane oraz bramy segmentowe i przeciwpożarowe kurtyny okienne. Oferta Spółki skierowana jest przede wszystkim do zakładów przemysłowych, powierzchni magazynowych, zakładów opieki zdrowotnej oraz obiektów mieszkalnych (przede wszystkim apartamentów i hoteli). ","PLMLKMR00016","45","64","11","www.malkowski.pl","(061) 62-56-807","biuro@malkowski.pl","Małkowski-Martech S.A.","Zenon Małkowski","Produkcja pozostałych wyrobów ze stali poddanej wstępnej obróbce (24.30)","ul. Kórnicka 4, 62-035 Kórnik","<tr><td>Statut spółki :</td><td><a href="http://www.analizyontime.pl/Statuty/mma.pdf">Pobierz</a></td></tr>
<br/>
